ID leka,Назив лека:,Генерички назив:,Облик и паковање:,Kolicina,Oblik,Doza,Врста решења:,АТЦ шифра:,JKL:,EAN:,Врста лека:,Произвођач:,- адреса:,- земља:,Носилац дозволе:,Режим издавања:,Број решења:,Датум решења:,Датум истицања решења:,Сажетак карактеристика о леку:,Упутство за лек:,Текст за спољње и унутрашње паковање:,Одобрене измене:
472814,Forteca®,levofloksacin,"rastvor za infuziju; 500mg/100mL; boca plastična, 1x100mL",100 mL,rastvor za infuziju,500mg/100mL,ОБНОВА,J01MA12,329201,8.6001E+12,Хумани лекови,COOPER S.A.,"Beogradski put bb,  Vršac",Grčka,HEMOFARM AD VRŠAC,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04347-21-001,08.06.2022.,08.06.2072.,pdf/472814/sazetak_karakteristika_lijeka.pdf,pdf/472814/upustvo_za_upotrebu.pdf,pdf/472814/tekst_za_spoljno_pakovanje.pdf,У припреми
472816,Belosalic®,"betametazon, salicilna kiselina","rastvor za kožu; 0.5mg/g+20mg/g; bočica sa kapaljkom, 1x50mL",50 mL,rastvor za kožu,0.5mg/g+20mg/g,ОБНОВА,D07XC01,7153023,3.85034E+12,Хумани лекови,BELUPO D.D.,"Mosorska 1,  Beograd",Hrvatska,"PREDSTAVNIŠTVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VOŽDOVAC)",Р - Лек се може издавати само уз лекарски рецепт,515-01-00289-23-001,19.09.2023.,19.09.2073.,pdf/472816/sazetak_karakteristika_lijeka.pdf,pdf/472816/upustvo_za_upotrebu.pdf,pdf/472816/tekst_za_spoljno_pakovanje.pdf,У припреми
472834,Folkis®,folna kiselina,"tableta; 5mg; blister, 2x10kom",20 kom,tableta,5mg,ОБНОВА,B03BB01,1061021,8.60611E+12,Хумани лекови,AVE&VETMEDIC DOO BEOGRAD,"Petra Lekovića 6, sprat 3, stan 26,  Beograd - Čukarica",Republika Srbija,AVE & VETMEDIC DOO BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00811-23-001,04.09.2023.,04.09.2028.,pdf/472834/sazetak_karakteristika_lijeka.pdf,pdf/472834/upustvo_za_upotrebu.pdf,pdf/472834/tekst_za_spoljno_pakovanje.pdf,У припреми
472838,Folkis®,folna kiselina,"tableta; 5mg; blister, 3x10kom",30 kom,tableta,5mg,ОБНОВА,B03BB01,1061022,8.60611E+12,Хумани лекови,AVE&VETMEDIC DOO BEOGRAD,"Petra Lekovića 6, sprat 3, stan 26,  Beograd - Čukarica",Republika Srbija,AVE & VETMEDIC DOO BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00812-23-001,04.09.2023.,04.09.2028.,pdf/472838/sazetak_karakteristika_lijeka.pdf,pdf/472838/upustvo_za_upotrebu.pdf,pdf/472838/tekst_za_spoljno_pakovanje.pdf,У припреми
472910,Tecentriq®,atezolizumab,"koncentrat za rastvor za infuziju; 1200mg/20mL; bočica staklena, 1x20mL",20 mL,koncentrat za rastvor za infuziju,1200mg/20mL,ОБНОВА,L01FF05,39406,8.6061E+12,Биолошки лекови,F.HOFFMANN-LA ROCHE LTD.,"Vladimira Popovića 8a,  Beograd - Novi Beograd",Švajcarska,ROCHE DOO BEOGRAD,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-03442-22-001,05.09.2023.,05.09.2073.,pdf/472910/sazetak_karakteristika_lijeka.pdf,pdf/472910/upustvo_za_upotrebu.pdf,pdf/472910/tekst_za_spoljno_pakovanje.pdf,У припреми
472925,ELEBER,kabazitaksel,"koncentrat i rastvarač za rastvor za infuziju; 60mg/1.5mL; bočica sa koncentratom i bočica sa rastvaračem, 1x4.5mL",4.500 mL,koncentrat i rastvarač za rastvor za infuziju,60mg/1.5mL,РЕГИСТРАЦИЈА,L01CD04,39140,8.59474E+12,Хумани лекови,PHARMADOX HEALTHCARE LTD.,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Malta,ZENTIVA PHARMA D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-01571-21-001,05.09.2023.,05.09.2028.,pdf/472925/sazetak_karakteristika_lijeka.pdf,pdf/472925/upustvo_za_upotrebu.pdf,pdf/472925/tekst_za_spoljno_pakovanje.pdf,У припреми
472930,Abirateron Zentiva®,abirateron,"tableta; 250mg; boca plastična, 1x120kom",120 kom,tableta,250mg,РЕГИСТРАЦИЈА,L02BX03,1039790,8.59474E+12,Хумани лекови,SYNTHON BV,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Holandija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03720-21-001,05.09.2023.,05.09.2028.,pdf/472930/sazetak_karakteristika_lijeka.pdf,pdf/472930/upustvo_za_upotrebu.pdf,pdf/472930/tekst_za_spoljno_pakovanje.pdf,У припреми
472931,Abirateron Zentiva®,abirateron,"tableta; 250mg; boca plastična, 1x120kom",120 kom,tableta,250mg,РЕГИСТРАЦИЈА,L02BX03,1039790,8.59474E+12,Хумани лекови,"SYNTHON HISPANIA, SL","Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Španija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03720-21-001,05.09.2023.,05.09.2028.,pdf/472931/sazetak_karakteristika_lijeka.pdf,pdf/472931/upustvo_za_upotrebu.pdf,pdf/472931/tekst_za_spoljno_pakovanje.pdf,У припреми
472936,Abirateron Zentiva®,abirateron,"film tableta; 500mg; boca plastična, 1x60kom",60 kom,film tableta,500mg,РЕГИСТРАЦИЈА,L02BX03,1039791,8.59474E+12,Хумани лекови,"SYNTHON HISPANIA, SL","Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Španija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03721-21-001,05.09.2023.,05.09.2028.,pdf/472936/sazetak_karakteristika_lijeka.pdf,pdf/472936/upustvo_za_upotrebu.pdf,pdf/472936/tekst_za_spoljno_pakovanje.pdf,У припреми
472937,Abirateron Zentiva®,abirateron,"film tableta; 500mg; boca plastična, 1x60kom",60 kom,film tableta,500mg,РЕГИСТРАЦИЈА,L02BX03,1039791,8.59474E+12,Хумани лекови,SYNTHON BV,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Holandija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03721-21-001,05.09.2023.,05.09.2028.,pdf/472937/sazetak_karakteristika_lijeka.pdf,pdf/472937/upustvo_za_upotrebu.pdf,pdf/472937/tekst_za_spoljno_pakovanje.pdf,У припреми
472941,PRIAMLO,"perindopril, amlodipin","tableta; 4mg+5mg; blister, 2x15kom",30 kom,tableta,4mg+5mg,РЕГИСТРАЦИЈА,C09BB04,1103694,8.59474E+12,Хумани лекови,ZENTIVA K.S.,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Češka,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-02060-21-001,05.09.2023.,05.09.2028.,pdf/472941/sazetak_karakteristika_lijeka.pdf,pdf/472941/upustvo_za_upotrebu.pdf,pdf/472941/tekst_za_spoljno_pakovanje.pdf,У припреми
472946,PRIAMLO,"perindopril, amlodipin","tableta; 4mg+10mg; blister, 2x15kom",30 kom,tableta,4mg+10mg,РЕГИСТРАЦИЈА,C09BB04,1103695,8.59474E+12,Хумани лекови,ZENTIVA K.S.,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Češka,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-02061-21-001,05.09.2023.,05.09.2028.,pdf/472946/sazetak_karakteristika_lijeka.pdf,pdf/472946/upustvo_za_upotrebu.pdf,pdf/472946/tekst_za_spoljno_pakovanje.pdf,У припреми
472953,PRIAMLO,"perindopril, amlodipin","tableta; 8mg+5mg; blister, 2x15kom",30 kom,tableta,8mg+5mg,РЕГИСТРАЦИЈА,C09BB04,1103696,8.59474E+12,Хумани лекови,ZENTIVA K.S.,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Češka,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-02062-21-001,05.09.2023.,05.09.2028.,pdf/472953/sazetak_karakteristika_lijeka.pdf,pdf/472953/upustvo_za_upotrebu.pdf,pdf/472953/tekst_za_spoljno_pakovanje.pdf,У припреми
472955,PRIAMLO,"perindopril, amlodipin","tableta; 8mg+10mg; blister, 2x15kom",30 kom,tableta,8mg+10mg,РЕГИСТРАЦИЈА,C09BB04,1103697,8.59474E+12,Хумани лекови,ZENTIVA K.S.,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Češka,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-02063-21-001,05.09.2023.,05.09.2028.,pdf/472955/sazetak_karakteristika_lijeka.pdf,pdf/472955/upustvo_za_upotrebu.pdf,pdf/472955/tekst_za_spoljno_pakovanje.pdf,У припреми
472959,Dasatinib Zentiva®,dasatinib,"film tableta; 20mg; blister, 3x10kom",30 kom,film tableta,20mg,РЕГИСТРАЦИЈА,L01EA02,1039915,8.59474E+12,Хумани лекови,"SYNTHON HISPANIA, SL","Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Španija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03299-21-001,06.09.2023.,06.09.2028.,pdf/472959/sazetak_karakteristika_lijeka.pdf,pdf/472959/upustvo_za_upotrebu.pdf,pdf/472959/tekst_za_spoljno_pakovanje.pdf,У припреми
472960,Dasatinib Zentiva®,dasatinib,"film tableta; 20mg; blister, 3x10kom",30 kom,film tableta,20mg,РЕГИСТРАЦИЈА,L01EA02,1039915,8.59474E+12,Хумани лекови,SYNTHON BV,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Holandija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03299-21-001,06.09.2023.,06.09.2028.,pdf/472960/sazetak_karakteristika_lijeka.pdf,pdf/472960/upustvo_za_upotrebu.pdf,pdf/472960/tekst_za_spoljno_pakovanje.pdf,У припреми
472966,Dasatinib Zentiva®,dasatinib,"film tableta; 50mg; blister, 3x10kom",30 kom,film tableta,50mg,РЕГИСТРАЦИЈА,L01EA02,1039916,8.59474E+12,Хумани лекови,"SYNTHON HISPANIA, SL","Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Španija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03302-21-001,06.09.2023.,06.09.2028.,pdf/472966/sazetak_karakteristika_lijeka.pdf,pdf/472966/upustvo_za_upotrebu.pdf,pdf/472966/tekst_za_spoljno_pakovanje.pdf,У припреми
472967,Dasatinib Zentiva®,dasatinib,"film tableta; 50mg; blister, 3x10kom",30 kom,film tableta,50mg,РЕГИСТРАЦИЈА,L01EA02,1039916,8.59474E+12,Хумани лекови,SYNTHON BV,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Holandija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03302-21-001,06.09.2023.,06.09.2028.,pdf/472967/sazetak_karakteristika_lijeka.pdf,pdf/472967/upustvo_za_upotrebu.pdf,pdf/472967/tekst_za_spoljno_pakovanje.pdf,У припреми
472973,Dasatinib Zentiva®,dasatinib,"film tableta; 70mg; blister, 3x10kom",30 kom,film tableta,70mg,РЕГИСТРАЦИЈА,L01EA02,1039917,8.59474E+12,Хумани лекови,"SYNTHON HISPANIA, SL","Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Španija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03303-21-001,06.09.2023.,06.09.2028.,pdf/472973/sazetak_karakteristika_lijeka.pdf,pdf/472973/upustvo_za_upotrebu.pdf,pdf/472973/tekst_za_spoljno_pakovanje.pdf,У припреми
472974,Dasatinib Zentiva®,dasatinib,"film tableta; 70mg; blister, 3x10kom",30 kom,film tableta,70mg,РЕГИСТРАЦИЈА,L01EA02,1039917,8.59474E+12,Хумани лекови,SYNTHON BV,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Holandija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03303-21-001,06.09.2023.,06.09.2028.,pdf/472974/sazetak_karakteristika_lijeka.pdf,pdf/472974/upustvo_za_upotrebu.pdf,pdf/472974/tekst_za_spoljno_pakovanje.pdf,У припреми
472978,TRIPAMLO,"perindopril, amlodipin, indapamid","tableta; 4mg+5mg+1.25mg; blister, 2x15kom",30 kom,tableta,4mg+5mg+1.25mg,РЕГИСТРАЦИЈА,C09BX01,1103690,8.59474E+12,Хумани лекови,ZENTIVA K.S.,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Češka,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-00660-21-001,05.09.2023.,05.09.2028.,pdf/472978/sazetak_karakteristika_lijeka.pdf,pdf/472978/upustvo_za_upotrebu.pdf,pdf/472978/tekst_za_spoljno_pakovanje.pdf,У припреми
472984,Dasatinib Zentiva®,dasatinib,"film tableta; 80mg; blister, 3x10kom",30 kom,film tableta,80mg,РЕГИСТРАЦИЈА,L01EA02,1039918,8.59474E+12,Хумани лекови,SYNTHON BV,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Holandija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03304-21-001,06.09.2023.,06.09.2028.,pdf/472984/sazetak_karakteristika_lijeka.pdf,pdf/472984/upustvo_za_upotrebu.pdf,pdf/472984/tekst_za_spoljno_pakovanje.pdf,У припреми
472985,Dasatinib Zentiva®,dasatinib,"film tableta; 80mg; blister, 3x10kom",30 kom,film tableta,80mg,РЕГИСТРАЦИЈА,L01EA02,1039918,8.59474E+12,Хумани лекови,"SYNTHON HISPANIA, SL","Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Španija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03304-21-001,06.09.2023.,06.09.2028.,pdf/472985/sazetak_karakteristika_lijeka.pdf,pdf/472985/upustvo_za_upotrebu.pdf,pdf/472985/tekst_za_spoljno_pakovanje.pdf,У припреми
472989,TRIPAMLO,"perindopril, amlodipin, indapamid","tableta; 4mg+10mg+1.25mg; blister, 2x15kom",30 kom,tableta,4mg+10mg+1.25mg,РЕГИСТРАЦИЈА,C09BX01,1103691,8.59474E+12,Хумани лекови,ZENTIVA K.S.,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Češka,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-00661-21-001,05.09.2023.,05.09.2028.,pdf/472989/sazetak_karakteristika_lijeka.pdf,pdf/472989/upustvo_za_upotrebu.pdf,pdf/472989/tekst_za_spoljno_pakovanje.pdf,У припреми
472995,Dasatinib Zentiva®,dasatinib,"film tableta; 100mg; blister, 3x10kom",30 kom,film tableta,100mg,РЕГИСТРАЦИЈА,L01EA02,1039919,8.59474E+12,Хумани лекови,"SYNTHON HISPANIA, SL","Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Španija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03305-21-001,06.09.2023.,06.09.2028.,pdf/472995/sazetak_karakteristika_lijeka.pdf,pdf/472995/upustvo_za_upotrebu.pdf,pdf/472995/tekst_za_spoljno_pakovanje.pdf,У припреми
472996,Dasatinib Zentiva®,dasatinib,"film tableta; 100mg; blister, 3x10kom",30 kom,film tableta,100mg,РЕГИСТРАЦИЈА,L01EA02,1039919,8.59474E+12,Хумани лекови,SYNTHON BV,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Holandija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03305-21-001,06.09.2023.,06.09.2028.,pdf/472996/sazetak_karakteristika_lijeka.pdf,pdf/472996/upustvo_za_upotrebu.pdf,pdf/472996/tekst_za_spoljno_pakovanje.pdf,У припреми
472998,TRIPAMLO,"perindopril, amlodipin, indapamid","tableta; 8mg+5mg+2.5mg; blister, 2x15kom",30 kom,tableta,8mg+5mg+2.5mg,РЕГИСТРАЦИЈА,C09BX01,1103692,8.59474E+12,Хумани лекови,ZENTIVA K.S.,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Češka,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-00663-21-001,05.09.2023.,05.09.2028.,pdf/472998/sazetak_karakteristika_lijeka.pdf,pdf/472998/upustvo_za_upotrebu.pdf,pdf/472998/tekst_za_spoljno_pakovanje.pdf,У припреми
473001,TRIPAMLO,"perindopril, amlodipin, indapamid","tableta; 8mg+10mg+2.5mg; blister, 2x15kom",30 kom,tableta,8mg+10mg+2.5mg,РЕГИСТРАЦИЈА,C09BX01,1103693,8.59474E+12,Хумани лекови,ZENTIVA K.S.,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Češka,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-00664-21-001,05.09.2023.,05.09.2028.,pdf/473001/sazetak_karakteristika_lijeka.pdf,pdf/473001/upustvo_za_upotrebu.pdf,pdf/473001/tekst_za_spoljno_pakovanje.pdf,У припреми
473004,Dasatinib Zentiva®,dasatinib,"film tableta; 140mg; blister, 3x10kom",30 kom,film tableta,140mg,РЕГИСТРАЦИЈА,L01EA02,1039920,8.59474E+12,Хумани лекови,"SYNTHON HISPANIA, SL","Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Španija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03306-21-001,06.09.2023.,06.09.2028.,pdf/473004/sazetak_karakteristika_lijeka.pdf,pdf/473004/upustvo_za_upotrebu.pdf,pdf/473004/tekst_za_spoljno_pakovanje.pdf,У припреми
473005,Dasatinib Zentiva®,dasatinib,"film tableta; 140mg; blister, 3x10kom",30 kom,film tableta,140mg,РЕГИСТРАЦИЈА,L01EA02,1039920,8.59474E+12,Хумани лекови,SYNTHON BV,"Milentija Popovića 5v, sprat 2,  Beograd - Novi Beograd",Holandija,ZENTIVA PHARMA D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-03306-21-001,06.09.2023.,06.09.2028.,pdf/473005/sazetak_karakteristika_lijeka.pdf,pdf/473005/upustvo_za_upotrebu.pdf,pdf/473005/tekst_za_spoljno_pakovanje.pdf,У припреми
473022,Mysimba®,"bupropion, naltrekson","tableta sa produženim oslobađanjem; 90mg+8mg; blister, 4x28kom",112 kom,tableta sa produženim oslobađanjem,90mg+8mg,ОБНОВА,A08AA62,1089112,8.60601E+12,Хумани лекови,MIAS PHARMA LIMITED,"Batajnički drum 5 A,  Beograd",Irska,"PHARMASWISS D.O.O., BEOGRAD",Р - Лек се може издавати само уз лекарски рецепт,515-01-03335-22-001,06.09.2023.,06.09.2073.,pdf/473022/sazetak_karakteristika_lijeka.pdf,pdf/473022/upustvo_za_upotrebu.pdf,pdf/473022/tekst_za_spoljno_pakovanje.pdf,У припреми
473035,Ketonal® Rapid,ketoprofen,"granule za oralni rastvor; 50mg; kesica, 10x2g",20 g,granule za oralni rastvor,50mg,РЕГИСТРАЦИЈА,M01AE03,3162091,8.60601E+12,Хумани лекови,FINE FOODS & PHARMACEUTICALS N.T.M. S.P.A.,"Kneginje Zorke 2,  Beograd",Italija,PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-04578-20-001,13.09.2023.,13.09.2028.,pdf/473035/sazetak_karakteristika_lijeka.pdf,pdf/473035/upustvo_za_upotrebu.pdf,pdf/473035/tekst_za_spoljno_pakovanje.pdf,У припреми
473036,Ketonal® Rapid,ketoprofen,"granule za oralni rastvor; 50mg; kesica, 10x2g",20 g,granule za oralni rastvor,50mg,РЕГИСТРАЦИЈА,M01AE03,3162091,8.60601E+12,Хумани лекови,LEK FARMACEVTSKA DRUŽBA D.D.,"Kneginje Zorke 2,  Beograd",Slovenija,PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-04578-20-001,13.09.2023.,13.09.2028.,pdf/473036/sazetak_karakteristika_lijeka.pdf,pdf/473036/upustvo_za_upotrebu.pdf,pdf/473036/tekst_za_spoljno_pakovanje.pdf,У припреми
473040,Ketonal® Rapid,ketoprofen,"granule za oralni rastvor; 50mg; kesica, 30x2g",60 g,granule za oralni rastvor,50mg,РЕГИСТРАЦИЈА,M01AE03,3162092,8.60601E+12,Хумани лекови,FINE FOODS & PHARMACEUTICALS N.T.M. S.P.A.,"Kneginje Zorke 2,  Beograd",Italija,PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-04580-20-001,13.09.2023.,13.09.2028.,pdf/473040/sazetak_karakteristika_lijeka.pdf,pdf/473040/upustvo_za_upotrebu.pdf,pdf/473040/tekst_za_spoljno_pakovanje.pdf,У припреми
473041,Ketonal® Rapid,ketoprofen,"granule za oralni rastvor; 50mg; kesica, 30x2g",60 g,granule za oralni rastvor,50mg,РЕГИСТРАЦИЈА,M01AE03,3162092,8.60601E+12,Хумани лекови,LEK FARMACEVTSKA DRUŽBA D.D.,"Kneginje Zorke 2,  Beograd",Slovenija,PREDSTAVNIŠTVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-04580-20-001,13.09.2023.,13.09.2028.,pdf/473041/sazetak_karakteristika_lijeka.pdf,pdf/473041/upustvo_za_upotrebu.pdf,pdf/473041/tekst_za_spoljno_pakovanje.pdf,У припреми
473100,Fasindor®,sunitinib,"kapsula, tvrda; 12.5mg; blister deljiv na pojedinačne doze, 4x(7x1)kom",28 kom,"kapsula, tvrda",12.5mg,РЕГИСТРАЦИЈА,L01EX01,1039780,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-04676-20-001,26.09.2023.,26.09.2028.,pdf/473100/sazetak_karakteristika_lijeka.pdf,pdf/473100/upustvo_za_upotrebu.pdf,pdf/473100/tekst_za_spoljno_pakovanje.pdf,У припреми
473107,FEZEA®,baklofen,"tableta; 10mg; blister, 5x10kom",50 kom,tableta,10mg,РЕГИСТРАЦИЈА,M03BX01,1082000,3.85989E+12,Хумани лекови,"MEDIKA, D.D.","Bulevar Milutina Milankovica 1K,  Beograd - Novi Beograd",Hrvatska,MAKPHARM D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-05107-21-001,12.09.2023.,12.09.2028.,pdf/473107/sazetak_karakteristika_lijeka.pdf,pdf/473107/upustvo_za_upotrebu.pdf,pdf/473107/tekst_za_spoljno_pakovanje.pdf,У припреми
473111,Fasindor®,sunitinib,"kapsula, tvrda; 25mg; blister deljiv na pojedinačne doze, 4x(7x1)kom",28 kom,"kapsula, tvrda",25mg,РЕГИСТРАЦИЈА,L01EX01,1039782,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-04677-20-001,26.09.2023.,26.09.2028.,pdf/473111/sazetak_karakteristika_lijeka.pdf,pdf/473111/upustvo_za_upotrebu.pdf,pdf/473111/tekst_za_spoljno_pakovanje.pdf,У припреми
473116,FEZEA®,baklofen,"tableta; 25mg; blister, 5x10kom",50 kom,tableta,25mg,РЕГИСТРАЦИЈА,M03BX01,1082001,3.85989E+12,Хумани лекови,"MEDIKA, D.D.","Bulevar Milutina Milankovica 1K,  Beograd - Novi Beograd",Hrvatska,MAKPHARM D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-05109-21-001,12.09.2023.,12.09.2028.,pdf/473116/sazetak_karakteristika_lijeka.pdf,pdf/473116/upustvo_za_upotrebu.pdf,pdf/473116/tekst_za_spoljno_pakovanje.pdf,У припреми
473120,Fasindor®,sunitinib,"kapsula, tvrda; 50mg; blister deljiv na pojedinačne doze, 4x(7x1)kom",28 kom,"kapsula, tvrda",50mg,РЕГИСТРАЦИЈА,L01EX01,1039781,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-04678-20-001,26.09.2023.,26.09.2028.,pdf/473120/sazetak_karakteristika_lijeka.pdf,pdf/473120/upustvo_za_upotrebu.pdf,pdf/473120/tekst_za_spoljno_pakovanje.pdf,У припреми
473135,Tingora®,tikagrelor,"film tableta; 60mg; blister, 4x14kom",56 kom,film tableta,60mg,РЕГИСТРАЦИЈА,B01AC24,1068505,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-04024-21-001,05.10.2023.,05.10.2028.,pdf/473135/sazetak_karakteristika_lijeka.pdf,pdf/473135/upustvo_za_upotrebu.pdf,pdf/473135/tekst_za_spoljno_pakovanje.pdf,У припреми
473142,Tingora®,tikagrelor,"film tableta; 90mg; blister, 4x14kom",56 kom,film tableta,90mg,РЕГИСТРАЦИЈА,B01AC24,1068506,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-04025-21-001,05.10.2023.,05.10.2028.,pdf/473142/sazetak_karakteristika_lijeka.pdf,pdf/473142/upustvo_za_upotrebu.pdf,pdf/473142/tekst_za_spoljno_pakovanje.pdf,У припреми
473149,Dimerat®,dimetilfumarat,"gastrorezistentna kapsula, tvrda; 120mg; blister, 1x14kom",14 kom,"gastrorezistentna kapsula, tvrda",120mg,РЕГИСТРАЦИЈА,L04AX07,1079042,8.60603E+12,Хумани лекови,GOODWILL PHARMA DOO SUBOTICA,"Segedinski put 80,  Subotica",Republika Srbija,GOODWILL PHARMA DOO SUBOTICA,Р - Лек се може издавати само уз лекарски рецепт,515-01-02076-22-001,13.09.2023.,13.09.2028.,pdf/473149/sazetak_karakteristika_lijeka.pdf,pdf/473149/upustvo_za_upotrebu.pdf,pdf/473149/tekst_za_spoljno_pakovanje.pdf,У припреми
473151,Barios® Plus,"nebivolol, hidrohlortiazid","film tableta; 5mg+25mg; blister, 2x15kom",30 kom,film tableta,5mg+25mg,РЕГИСТРАЦИЈА,C07BB12,1107217,8.6001E+12,Хумани лекови,STADA ARZNEIMITTEL AG,"Beogradski put bb,  Vršac",Nemačka,HEMOFARM AD VRŠAC,Р - Лек се може издавати само уз лекарски рецепт,515-01-01151-20-001,14.09.2023.,14.09.2028.,pdf/473151/sazetak_karakteristika_lijeka.pdf,pdf/473151/upustvo_za_upotrebu.pdf,pdf/473151/tekst_za_spoljno_pakovanje.pdf,У припреми
